company_name,company_address,company_phone_number,company_email_address,company_website
MUTUELLE INTERENTREPRISES DU PERSONNEL DE LA SÉCURITE SOCIALE DE LA RÉGION AUVERGNE,"Immeuble CARSAT 5, rue Entre les Deux Villes 63036 CLERMONT-FERRAND CEDEX 9 France Auvergne - Rhône-Alpes Puy-de-Dôme",09 72 16 27 25,contact@mipss-auvergne.fr,https://mipss-auvergne.fr/
MUTUELLE INTERENTREPRISES DU PERSONNEL DES SOCIÉTÉS DU GROUPE AVIVA /ABEILLE FRANCE,"80, avenue de l’Europe 92270 BOIS-COLOMBES France Ile-de-France Hauts-de-Seine",01 76 62 50 00,presse@aviva.fr,www.aviva.fr
MUTUELLE INTERENTREPRISES ERAM,49110 MONTREVAULT-SUR-EVRE France,,,Not specified
MUTUELLE INTERGROUPES D'ENTRAIDE,"Immeuble Le Péricentre 16, avenue Louison Bobet 94132 FONTENAY-SOUS-BOIS CEDEX France Ile-de-France Val-de-Marne",01 43 96 74 10,info@mutuelle-mie.fr,www.mutuelle-mie.fr
MUTUELLE INTERGROUPES POLIET & CIMENTS Français - PLEYEL SANTE,"187, boulevard Anatole France 93200 SAINT-DENIS France Ile-de-France Seine-Saint-Denis",01 42 43 04 61,mutuelle@mipcf.fr,www.pleyel-sante.fr
MUTUELLE INTERPROFESSIONNELLE ANTILLES GUYANE,"Parc d'Activités La Povidence 25, boulevard Daniel Marsin 97139 LES ABYMES France Guadeloupe",05 90 21 28 81,miag@ag2rlamondiale.fr,www.miag.fr
MUTUELLE INTERPROFESSIONNELLE DE PRÉVOYANCE,"18, rue Baudot 97100 BASSE-TERRE France Guadeloupe",05 90 99 37 20,https://www.mutuelle-mip.com/contact-mutuelle-mip.html,www.mutuelle-mip.com
MUTUELLE INTERPROFESSIONNELLE DU PERSONNEL DES ORGANISMES SOCIAUX,"86, rue Masséna 69006 LYON France",,,Not specified
MUTUELLE INTERPROFESSIONNELLE LES MÉNAGES PRÉVOYANTS,"11, rue Albert Sarraut 78000 VERSAILLES France Ile-de-France Yvelines",01 39 24 60 00,https://www.mutuellelmp.fr/mutuelle-lmp/contact,www.menages-prevoyants.fr
MUTUELLE INTÉGRANCE,"89, rue Damrémont 75882 PARIS CEDEX 18 France Ile-de-France Paris",09 69 32 03 25,contact@integrance.fr,www.integrance.fr
MUTUELLE JUST,"53, avenue de Verdun 59306 VALENCIENNES CEDEX France Hauts-de-France Nord",03 27 28 98 98,contact@just.fr,www.just.fr
MUTUELLE KÉOLIS RENNES,Rue Jean-Marie Huchet 35040 RENNES France Bretagne Ille-et-Vilaine,02 99 36 09 03,mutuelle.keolisrennes@orange.fr,www.mutuellekeolisrennes.fr
MUTUELLE LA CHOLETAISE,"1, rue de la Sarthe 49306 CHOLET CEDEX France Pays-de-la-Loire Loire-Atlantique",02 41 49 16 12,conseil@mutuellelacholetaise.fr,www.mutuellelacholetaise.fr
MUTUELLE LA FRANCE MARITIME,"Résidence Prado Pallas, Le Circé 131, avenue du Prado 13008 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 91 56 32 08,,https://agrume.groupe-vyv.fr/mutuelles/la-france-maritime-2/
MUTUELLE LA SÉCURITÉ ASTURIENNE,Umicore France Rue Jean-Jacques Rousseau 59950 AUBY France Nord-Pas-de-Calais Nord,03 27 94 60 00,,https://asturienne.synergie-mutuelles.fr/
MUTUELLE LE LIBRE CHOIX,Boulevard de l'Europe 59602 MAUBEUGE CEDEX France Hauts-de-France Nord,03 27 53 19 90,contact@lelibrechoix.fr,www.lelibrechoix.fr
MUTUELLE LE TÉLÉGRAMME,"11, rue Anatole Braz 29600 MORLAIX France Bretagne Finistère",02 98 63 36 02,contact@mutuelle-letelegramme.fr,www.mutuelle-letelegramme.fr
MUTUELLE LOIRE FOREZ,"16, boulevard Chavassieu 42600 MONTBRISON France Auvergne - Rhône-Alpes Rhône",09 69 39 96 96,https://www.mutuelleloireforez.fr/agences.php#form-contact,www.mutuelleloireforez.fr
MUTUELLE MAE,"62, rue Louis Bouilhet 76044 ROUEN CEDEX France Normandie",02 32 83 60 00,https://www.mae.fr/nouscontacter,https://www.mae.fr/
MUTUELLE MALAKOFF HUMANIS,"21, rue Laffitte 75317 PARIS CEDEX 09 France Ile-de-France Paris",01 56 03 34 56,https://www.malakoffhumanis.com/contact/,www.malakoffhumanis.com
MUTUELLE MARE-GAILLARD,Section Bernard  97190 LE GOSIER France Guadeloupe,08 00 89 98 90,lacom.mmg@maregaillard.com,www.maregaillard.com
MUTUELLE MARSEILLE MÉTROPOLE - MUTAME PROVENCE,"4, rue Venture 13001 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",08 05 25 75 07,adhesion@mut-mun-provence.fr,https://mutuelle-marseille.com/
MUTUELLE MATH,"1 bis, boulevard Dalgabio 42000 SAINT ETIENNE France",,,Not specified
MUTUELLE MCRN,"4, place des Jacobins 44000 NANTES France Pays-de-la-Loire Loire-Atlantique",02 40 89 22 91,infos@mutuellemcrn.fr,www.mutuellemcrn.fr
MUTUELLE MEUSREC,"3 bis, rue du Stade 85170 BELLEVIGNY France Pays-de-la-Loire Vendée",02 51 41 18 47,contact@mutuelle-meusrec.fr,www.mutuelle-meusrec.fr
MUTUELLE MIEUX-ÊTRE,"171, avenue Ledru-Rollin 75011 PARIS France Ile-de-France Paris",01 44 93 11 00,https://www.mieux-etre.fr/contact,www.mieux-etre.fr
MUTUELLE MILTIS,"33, cours Albert Thomas 69003 LYON France Auvergne - Rhône-Alpes Rhône",04 72 36 16 60,contact@miltis.fr,www.mutuelle-miltis.fr
MUTUELLE MIP L'ENTREPRISE SANTÉ,"178, rue Montmartre 75082 PARIS CEDEX 02 France Ile-de-France Paris",01 55 80 49 00,secretariat-mip@gie-nation.fr,www.mutuelle-mip.fr
MUTUELLE MMH,"22, rue René Coche 92175 VANVES CEDEX France Ile-de-France Hauts-de-Seine",01 41 90 12 70,contact@mutuelle-mmh.fr,www.mutuelle-mmh.fr
MUTUELLE MOS,"Immeuble Le Neptune 10, rue Jean Giono 21067 DIJON CEDEX France",03 80 78 91 50,contact@mutuelle-mos.fr,https://www.mutuellemos.com/
MUTUELLE NATIONALE DES CONSTRUCTEURS ET ACCÉDANTS A LA PROPRIÉTÉ,"5, rue Dosne 75016 PARIS France Ile-de-France Paris",01 42 12 72 27,contact@mncap.fr,www.mncap.fr
MUTUELLE NATIONALE DES CONSTRUCTEURS ET ACCÉDANTS A LA PROPRIÉTÉ ASSURANCES CAUTION CHOMAGE,"5, rue Dosne 75116 PARIS France Ile-de-France Paris",01 42 12 72 27,contact@mncap.fr,www.mncap.fr
MUTUELLE NATIONALE DES FONCTIONNAIRES DES COLLECTIVITÉS TERRITORIALES,"3, rue Franklin 93100 MONTREUIL France Ile-de-France Seine-Saint-Denis",08 10 19 18 17,courrier@mnfct.fr/contact@mnfct.fr,www.mnfct.fr
MUTUELLE NATIONALE DES HOSPITALIERS ET DES PROFESSIONNELS DE LA SANTÉ ET DU SOCIAL,"331, avenue d'Antibes 45213 MONTARGIS CEDEX France Centre - Val de Loire Loiret",3031,courrier@mnh.fr,www.mnh.fr
MUTUELLE NATIONALE DES PERSONNELS AIR FRANCE,"Bâtiment Uranus, Continental Square, 3è étage 3, place de Londres 95725 ROISSY-CHARLES-DE-GAULLE CEDEX France Ile-de-France Val-d'Oise",,,Not specified
MUTUELLE NATIONALE DES SAPEURS-POMPIERS DE FRANCE,"32, rue Bréguet 75011 PARIS France Ile-de-France Paris",,,Not specified
MUTUELLE NATIONALE DU PERSONNEL DES ÉTABLISSEMENTS MICHELIN,"2, rue de Bien-Assis 63005 CLERMONT-FERRAND CEDEX 1 France Auvergne - Rhône-Alpes Puy-de-Dôme",04 63 04 04 04,contact-adh@mnpem.fr,www.mnpem.com
MUTUELLE NATIONALE TERRITORIALE,"4, rue d’Athènes 75009 PARIS France Ile-de-France Paris",09 72 72 02 02 (prix d'un appel local),http://www.mnt.fr/contactez-nous,www.mnt.fr
MUTUELLE NOVAMUT,"31/33, rue Christian Pfister 54063 NANCY CEDEX France Grand-Est Meurthe-et-Moselle",03 83 17 17 10,contact@novamut.fr,www.novamut.fr
MUTUELLE NUOMA,"110, boulevard de la Salle 45432 CHÉCY CEDEX France Centre - Val de Loire Loiret",,,Not specified
MUTUELLE OCIANE MATMUT,"35, rue Claude Bonnier 33054 BORDEAUX CEDEX France Nouvelle-Aquitaine Gironde",08 10 10 02 00,contacts@ociane.fr/balapplicontactocian@ocianegroupematmut.fr,www.matmut.fr
MUTUELLE PROVENCE ENTREPRISES,"2504, route de Sorgues 84130 LE PONTET France Provence - Alpes-Côte d'Azur Vaucluse",04 90 02 14 46,mutuelle.provence.entreprises@orange.fr,www.mutuelle-provence-entreprises.fr
MUTUELLE PRÉCOCIA,"27, rue Montlosier 63058 CLERMONT-FERRAND CEDEX France Auvergne - Rhône-Alpes Puy-de-Dôme",04 73 31 75 00,web@precocia.fr,www.mutuelle63.fr
MUTUELLE PRÉVIFRANCE,"80, rue Matabiau 31012 TOULOUSE CEDEX 6 France Occitanie Haute-Garonne",08 00 09 08 00,https://www.previfrance.fr/contact.html,www.previfrance.fr
MUTUELLE PRÉVOYANCE ALSACE,"10, rue de la Durance 67023 STRASBOURG CEDEX 01 France Grand-Est Bas-Rhin",03 88 55 91 00,https://www.mf-alsace.fr/Contact.html,www.mf-alsace.fr
MUTUELLE RÉGIONALE DES ORGANISMES SOCIAUX DU CENTRE,"26, boulevard Marie Stuart 45000 ORLÉANS France Centre - Val de Loire Loiret",02 38 53 77 11,muroscentre@muros-centre.fr,www.muros-centre.fr
MUTUELLE SAINT-AUBANNAISE,"1, rue Emile Boyoud 04600 SAINT-AUBAN France",,,Not specified
MUTUELLE SAINT-CHRISTOPHE ASSURANCES (LA),"277, rue Saint-Jacques 75256 PARIS CEDEX 05 France Ile-de-France Paris",01 56 24 76 00,https://www.saint-christophe-assurances.fr/page-contact,www.saint-christophe-assurances.fr
MUTUELLE SAINT-MARTIN,"3, rue Duguay-Trouin 75280 PARIS CEDEX 06 France Ile-de-France Paris",01 42 22 07 77,communication@unionsaintmartin.fr/contact@unionsaintmartin.fr,www.mutuellesaintmartin.fr
MUTUELLE SANTÉ 83,Centre Hermès 3 Parc Tertiaire de Valgora 83160 LA VALETTE-DU-VAR France Provence - Alpes-Côte d'Azur Var,04 94 14 16 33,laconfiancemutuelle@pour-les-aidants.fr,www.laconfiancemutuelle.fr
MUTUELLE SANTÉ DES INDÉPENDANTS,"1, place Jean de Mauroy 10000 TROYES France Grand-Est Aube",08 90 71 01 71,contact@mutuelle-msi.fr,www.mutuelle-msi.fr
MUTUELLE SANTÉ EIFFAGE ÉNERGIE,"Le Volta 117, rue du Landy 93213 LA PLAINE-SAINT-DENIS CEDEX France Ile-de-France Seine-Saint-Denis",01 55 87 53 00,mutuelle.energie@eiffage.com,www.mutuelle-eiffage-energie.fr
MUTUELLE SERAMM SERVICE D'ASSINISSEMENT MARSEILLE MÉTROPOLE,"Parc des Aygalades - BâtIment C 35, boulevard du Capitaine Gèze 13014 MARSEILLE France Auvergne - Rhône-Alpes",04 91 02 64 09,http//www.mutuelle-seramm.fr/contact-mutuelle.html,www.mutuelle-seramm.fr
MUTUELLE SMH,"Parc Eurosanté Ouest 310, rue Eugène Avinée 59120 LOOS France Hauts-de-France Nord",03 20 10 97 10,https://mutuelle.smh.fr/contact-mutuelle-sante-smh.html,https://mutuelle.smh.fr/
MUTUELLE SOLIDARITÉ AQUITAINE,"90, avenue Thiers 33072 BORDEAUX CEDEX France",,,Not specified
MUTUELLE SOLIMUT CENTRE OCÉAN,"66, rue du Château d'Eau 28305 MAINVILLIERS CEDEX France Centre - Val de Loire Eure-et-Loir",09 77 42 55 25,contact@solimut-centre-ocean.fr,www.solimut-centre-ocean.fr
MUTUELLE UNION DES TRAVAILLEURS DIEPPE,"38, boulevard du Général de Gaulle 76204 DIEPPE CEDEX France Normandie Seine-Maritime",02 32 14 61 51,mutuelle-udt@wanadoo.fr/mudt-services@orange.fr,www.mutuelle-union-des-travailleurs.fr
MUTUELLE UNION DU COMMERCE & DES SCOP,"12, quai de la Mégisserie 75001 PARIS France Ile-de-France Paris",01 42 36 92 06,contact@mucs.fr,www.lamutuelledesscop.fr
MUTUELLE UNÉO,"48, rue Barbès 92544 MONTROUGE CEDEX France Ile-de-France Hauts-de-Seine",09 70 80 97 09,https://www.groupe-uneo.fr/nous-contacter,www.groupe-uneo.fr
MUTUELLE VALEO,"78, boulevard Saint-Germain 75240 PARIS CEDEX 05 France Ile-de-France Paris",01 43 25 25 32,https://mutuelle-valeo.fr/#contact,www.mutuelle-valeo.fr
MUTUELLE VAROISE DES TRAVAILLEURS DE L'ETAT,"215, place de la Liberté 83000 TOULON France",,,Not specified
MUTUELLE VERRIERS ET ASSIMILÉS,"6, place du Marché 42610 SAINT-ROMAIN-LE-PUY France Auvergne - Rhône-Alpes Loire",04 77 76 06 26,,https://www.facebook.com/Mutuelle-Verriers-et-Assimil%C3%A9s-1837057379905993/
MUTUELLE VICTOR HUGO,"9, avenue Victor Hugo 88000 ÉPINAL France Grand-Est Vosges",03 29 69 21 21,contact@groupevictorhugo.com,www.groupevictorhugo.com
MUTUELLES DU PAYS HAUT,"10, avenue de Saintignon 54414 LONGWY CEDEX France Grand-Est Meurthe-et-Moselle",03 82 24 37 05,contact@mutpio.fr,www.mutpio.fr
MUTUELLES DU SOLEIL,"36/36 bis, avenue du Maréchal Foch 06005 NICE CEDEX 1 France Provence - Alpes-Côte d'Azur Alpes-Maritimes",04 91 12 40 00,contact@mutuellesdusoleil.fr,www.mutuellesdusoleil.fr
NAGICO INSURANCE COMPANY LIMITED,The Valley 99132 ANGUILLA Grande-Bretagne,,https://www.nagico.com/fr/contact/,www.nagico.com
NATIXIS LIFE,"51, avenue J. F. Kennedy L-1855 LUXEMBOURG Luxembourg",00 352 22 888 11,contact@life.natixis.com,www.life.natixis.com
NEUFLIZE VIE,"3, avenue Hoche   75008 PARIS France Ile-de-France Paris",01 56 21 80 00,https://www.neuflizevie.neuflizeobc.fr/contact/,www.neuflizevie.neuflizeobc.fr
NORWEGIAN HULL CLUB,Solheimsgaten 5 NO-5058 BERGEN Norvège,00 47 55 55 95 00,underwriting@norclub.com,www.norclub.com
NYMPHÉA SANTÉ,"160, rue Henri Champion 72030 LE MANS CEDEX 09 France",02 43 41 62 34,jerome.tuffiere@groupe-mma.fr,https://www.societemutualiste-mma.fr/
OBSERVATOIRE DE L’ÉVOLUTION DES MÉTIERS DE L’ASSURANCE,"1, rue Jules Lefebvre 75431 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 51 20,observatoire@obs.gpsa.fr,www.metiers-assurance.org
OCIRP,"17, rue de Marignan 75008 PARIS France Ile-de-France Paris",01 44 56 22 56,https://www.ocirp.fr/contactez-nous,www.ocirp.fr
OCIRP VIE,"17, rue de Marignan 75008 PARIS France Ile-de-France Paris",01 44 56 22 56,https://www.ocirp.fr/contactez-nous,www.ocirp.fr
ODYSSEY REINSURANCE COMPANY,"300, First Stamford Place 0690 CT STAMFORD CT USA",1 203 977 8000,,Not specified
ONDERLINGE BOSSEN VERZEKERING,2700AJ ZOETERMEER Pays-Bas,00 31 79 368 1350,info@bossenverzekering.nl,www.bossenverzekering.nl
OPCO ATLAS,"Université de Paris - Campus Grands Moulins 25, quai Panhard et Levassor 75013 PARIS France Ile-de-France Paris",01 43 46 01 30,https://www.opco-atlas.fr/contact.html,www.opco-atlas.fr
OPTEVEN ASSURANCES,"10, rue Olympe de Gouges 69100 VILLEURBANNE France Auvergne - Rhône-Alpes Rhône",04 72 43 52 52,https://www.opteven.com/contactez-nous,www.opteven.com
OPTIM'ASSURANCE,"14, rue Pasteur 01000 BOURG-EN-BRESSE France Auvergne - Rhône-Alpes Ain",04 74 23 08 14,lionel.chassin@optimassurance.fr,www.optimassurance.fr
OPTIMUM VIE,"94, rue de Courcelles 75008 PARIS France Ile-de-France Paris",08 20 32 03 22,espacepartenaire@optimumfrance.com,www.optimumvie.fr
ORADÉA VIE,"Tour D2 17 bis, place des Reflets 92919 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",02 38 79 67 00,https://www.assurances.societegenerale.com/fr/footer/contactez-nous/,www.assurances.societegenerale.com
ORANO ASSURANCE & RÉASSURANCE,"125, avenue de Paris 92320 CHATILLON France Ile-de-France Hauts-de-Seine",,press@orano.group,Not specified
ORIAS,"1, rue Jules Lefebvre 75311 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 51 00,contact@orias.fr,www.orias.fr
ORPHELINAT MUTUALISTE DE LA POLICE NATIONALE PRÉVOYANCE ORPHÉOPOLIS,"44, rue Roger Salengro 94126 FONTENAY-SOUS-BOIS CEDEX France Ile-de-France Val-de-Marne",01 49 74 22 22,contact@orpheopolis.fr,www.orpheopolis.fr
PACIFICA,"8, boulevard de Vaugirard 75724 PARIS CEDEX 15 France Ile-de-France Paris",01 53 74 33 00,http://www.ca-assurances.com/Pages/Contact,www.ca-assurances.com
PANACÉA ASSURANCES,"1, boulevard Pasteur 75015 PARIS France Ile-de-France Paris",01 40 54 54 54,communication@gpm.fr,www.groupepasteurmutualite.fr
PARNASSE GARANTIES,"1, bis rue Jean-Wiener  77420 CHAMPS-SUR-MARNE France Ile-de-France Seine-et-Marne",01 71 40 99 77,https://www.casden.fr/nous-contacter/#/,http://www.casden.fr/
PAVILLON PRÉVOYANCE,"90, avenue Thiers 33072 BORDEAUX CEDEX France Nouvelle-Aquitaine Gironde",05 57 81 24 56,direction@pavillon-prevoyance.fr,www.pavillon-prevoyance.fr
PLANÈTE CSCA,"10, rue Auber 75009 PARIS France Ile-de-France Paris",01 48 74 19 12,communication@planetecsca.fr,www.planetecsca.fr
PORTMAN INSURANCE SE,"61, rue Mstislav Rostropovitch 75017 PARIS France Ile-de-France Paris",01 56 92 80 00,,Not specified
POUEY RENSEIGNEMENT COMMERCIAL GARANTI SA,"13, rue du Docteur Lanceaux 75008 PARIS France Ile-de-France Paris",08 20 01 30 30,https://www.pouey-international.fr/contact.shtml,www.pouey-international.fr
PRAGA,"30, rue Olivier Noyer 75676 PARIS CEDEX 14 France Ile-de-France Paris",01 81 69 36 30,relations.clients@praga-assurances.fr,www.praga-assurances.fr
PREDICA,"16, boulevard de Vaugirard 75015 PARIS France Ile-de-France Paris",01 43 23 03 33,http://www.ca-assurances.com/Pages/Contact,www.ca-assurances.com/www.predica.com
PREPAR-IARD,"Immeuble Le village 1, Quartier Valmy 33, place Ronde 92981 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",01 41 25 41 25,https://www.prepar-vie.fr/contact/,www.prepar-vie.fr
PREPAR-VIE,"Immeuble le Village 1, Quartier Valmy 33, place Ronde 92981 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",01 41 25 41 25,https://www.prepar-vie.fr/contact/,www.prepar-vie.fr
PREVIA,"75, rue des Français Libres 44200 NANTES France Pays-de-la-Loire Loire-Atlantique",02 40 84 25 94,contact@previa.fr,www.previa.fr
PRI,"CNPAC Head Office Avenue Alaraar, Hay Riyad 10000 RABAT Maroc",00 212 6 69 58 14 40,contact@lapri.info/secretariat@lapri.info,www.lapri.org
PRIMA,"37, boulevard Brune 75014 PARIS France Ile-de-France Paris",01 76 60 84 00,https://www.ag2rlamondiale.fr/contactez-nous,www.ag2rlamondiale.fr
PROBUS INSURANCE COMPANY EUROPE LIMITED,Hertz Europe Service Centre Swords Business Park  DUBLIN Irlande,00 353 1 876 5400,https://www.hertz.com/rentacar/misc/simpleIndex.jsp?targetPage=probus_contact.xml,www.probus-insurance.com
PRODIGÉO ASSURANCES,"7, rue du Regard 75006 PARIS France Ile-de-France Paris",01 40 54 40 00,https://www.prodigeoassurances.com/entreprise/contact.html,https://www.prodigeoassurances.com/accueil.html
PROTEC BTP,"8, rue Louis Armand 75015 PARIS France Ile-de-France Paris",01 40 59 70 00,presse@groupe-sma.fr,www;groupe-sma.fr
PROTECT SA,Chaussée de Jette 221 B-1080 BRUXELLES Belgique,00 32 2 411 41 14,info@protect.be,www.protect.be
PROTECTION MUTUELLE ET FAMILIALE,"30, rue Kageneck 67000 STRASBOURG France Grand-Est Bas-Rhin",03 90 22 25 80,contact@pmf-mutuelle-strasbourg.fr/info.pmf@sfr.fr,www.pmf-mutuelle-strasbourg.fr
PROTEGYS,"120, rue Réaumur 75002 PARIS France Ile-de-France Paris",01 86 76 73 13,https://www.wakam.com/prise-de-rendez-vous/?hsCtaTracking=34f4bc29-c09b-4ab8-8cf2-42cf2c730569%7Caf0b4b42-b546-49cf-9cb0-cb9877a6f141,https://www.wakam.com/
PROTEXIA France,"1, cours Michelet 92086 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",09 78 97 80 75,https://www.allianz.fr/assurance-particulier/infos-contact.html,https://www.allianz.fr/assurance-particulier/famille-loisirs/protection-juridique.html
PRUDENCE CRÉOLE,"32, rue Alexis-de-Villeneuve     97404 SAINT-DENIS-DE-LA-RÉUNION CEDEX France La Réunion",02 62 70 95 00,recrutement@prudencecreole.com,www.prudencecreole.com
PRÉVENTION ROUTIÈRE FORMATION,"33, rue de Mogador 75009 PARIS France Ile-de-France Paris",01 44 15 27 38,contact@preventionroutiere.asso.fr,www.preventionroutiere.asso.fr
PRÉVOIR-VIE,"19, rue d'Aumale 75009 PARIS France Ile-de-France Paris",01 53 20 30 40,https://www.prevoir.com/formulaire-demande-devis,www.prevoir.com
PRÉVOYANCE MUTUALISTE D'ILE-DE-FRANCE,"26, rue du Général Leclerc 95410 GROSLAY France Ile-de-France Val-d'Oise",08 00 44 93 49,pmif.contact@orange.fr/accueil@pmif.fr,https://mutuelle-pmif.fr
PSYA,"Paroi Nord de la Grande Arche de la Défense 1, parvis de la Défense 92044 PUTEAUX France Ile-de-France Hauts-de-Seine",01 46 92 36 36,contact@psya.fr/communication@psya.fr,www.psya.fr
QBE,Boulevard du Régent 37 / B-BRUXELLES Belgique,00 32 2 504 82 11,,Not specified
QBE,Plantation Place 30 Fenchurch Street EC3M 3BD LONDON Grande-Bretagne,00 44 20 7105 4000,enquiries@uk.qbe.com,www.qbeeurope.com
QUATREM,"21, rue Laffitte 75009 PARIS France Ile-de-France Paris",01 56 03 34 56,contact.quatrem@malakoffhumanis.com,www.courtage.malakoffhumanis.com
RADIANCE MUTUELLE,"95, rue Vendôme 69453 LYON CEDEX 06 France Auvergne - Rhône-Alpes Rhône",04 72 44 42 44,https://www.radiance.fr/nous-decouvrir/,www.radiance.fr
REAL GARANT VERSICHERUNG AG DEUTSCHLAND,Marie-Curie-Strasse 3 D-73770 DENKENDORF Allemagne,00 49 711 490630,info@realgarant.de,www.realgarant.com
REMA,"137, rue Victor Hugo 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",,,Not specified
RESSOURCES MUTUELLES ASSISTANCE,"46, rue du Moulin 44121 VERTOU CEDEX France Centre - Val de Loire Loire-Atlantique",02 40 44 43 05,developpement@rmassistance.fr,www.rma.fr
RETRAITE SUPPLÉMENTAIRE BANQUE POPULAIRE,"22, rue du Château 92200 NEUILLY-SUR-SEINE France Ile-de-France",01 53 93 65 10,prestations.maladie@car-ipbp.org,https://www.bp-preventio.org/transverse/caipbp.htm
REUNISOLIDARITÉ,"47, rue Luc Lorion 97457 SAINT-PIERRE-DE-LA-RÉUNION CEDEX France La Réunion",02 62 25 48 48,reuni@reunisolidarite.com/accueil@reunisolidarite.com,www.reunisolidarite.fr
RIAD,Rue de l’Industrie 4 B-1000 BRUXELLES Belgique,00 32 2 732 36 28,secretariat@riad-online.eu,www.riad-online.eu
RIMS,29th Floor 1407 Broadway 10018 NEW-YORK USA,001 212 286 9292,cst@rims.org,www.rims.org
RISQUES CIVILS DE LA BOULANGERIE ET DE LA BOULANGERIE-PATISSERIE FRANÇAISE,"27, avenue d'Eylau               75782 PARIS CEDEX 16 France Ile-de-France Paris",01 56 26 56 90,https://www.mapa-assurances.fr/Contact,www.mapa-assurances.fr
ROAM,"26, boulevard Haussmann 75009 PARIS France Ile-de-France Paris",01 42 25 84 86,secretariat@roam.asso.fr,www.roam.asso.fr
RSA NEDERLAND,Maastoren Wilheminakade 97/99 3072 AP ROTTERDAM Pays-Bas,00 31 10 242 3300,info.nl@eu.rsagroup.com,www.nl.rsagroup.com
RVS,"Direction du Tourisme et des Congrès 2, rue de la Lüjerneta  98030 MONACO France Monaco",00 377 92 16 60 53/52,contact@rvs-monte-carlo.com,www.rvs-monte-carlo.com
RÉUNION AÉRIENNE & SPATIALE,"9, rue Rougemont 75009 PARIS France Ile-de-France Paris",01 87 81 46 00,https://www.la-reunion-aerienne.com/contact/#offices,www.la-reunion-aerienne.com
S3R,Boulevard de l'Europe 91006 ÉVRY COURCOURONNES France Ile-de-France Essonne,01 60 87 60 00,https://www.arianespace.com/contact-us/,https://www.arianespace.com/
SACE BT,"Piazza Poli, 42 00187 ROMA Italie",00 39 06 697697,info@sacesimest.it,www.sacesimest.it
SACEI,"Maison des Actuaires 4, rue Chauveau Lagarde 75008 PARIS France Ile-de-France Paris",01 44 51 72 72,info@sacei.org,www.sacei.org
SACRA,"1, rue Jules Lefebvre 75431 PARIS CEDEX 9 France Ile-de-France Paris",,,Not specified
SADA ASSURANCES,"4, rue Scatisse 30934 NIMES CEDEX 9 France Nouvelle-Aquitaine Gard",04 66 62 70 00,communication@sada.fr,www.sada.fr
SAF BTP IARD,"7, rue du Regard 75006 PARIS France Ile-de-France Paris",01 49 54 40 00,j.carron@probtp.com,www.probtp.com
SAF BTP VIE,"7, rue du Regard 75006 PARIS France Ile-de-France Paris",01 49 54 40 00,j.carron@probtp.com,www.probtp.com
SAGEVIE,"8, rue Louis Armand 75738 PARIS CEDEX 15 France Ile-de-France Paris",01 40 59 70 00,communication@groupe-sma.fr,www.groupe-sma.fr
SAINT-CHRISTOPHE PRÉVOYANCE,"277, rue Saint-Jacques 75256 PARIS CEDEX 05 France Ile-de-France Paris",01 56 24 77 40,service.prevoyance@msc-assurance.fr,https://www.saint-christophe-assurances.fr/saint-christophe/organisation/organisation-mutualiste
SAM ROUEN,"Compagnie de Gestion et d’Assurance, Espace Leader Rue Gustave Eiffel 76235 BOIS-GUILLAUME France Normandie Seine-Maritime",02 35 71 44 91,http://www.assureursmaritimesdefrance.com/index.php/contact.html,http://www.assureursmaritimesdefrance.com
SAMAP,"6, place Pierre Sémard 44604 SAINT-NAZAIRE CEDEX France Pays-de-la-Loire Loire-Atlantique",02 40 11 65 19,contact@samap.eu,www.samap.eu
SAMBO,"68, quai de l’Odet 29196 QUIMPER CEDEX France Bretagne Finistère",02 98 52 92 22,sambo@sambo.fr,www.sambo.fr
SAMF,"30, rue Olivier Noyer 75014 PARIS France Ile-de-France Paris",04 88 66 30 02,http://www.assureursmaritimesdefrance.com/index.php/contact.html,www.assureursmaritimesdefrance.com
SAMM,"15, rue Beauvau 13001 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 91 00 39 39,navyclaim@wanadoo.fr,Not specified
SAMMARLA,"Espace Porte Océane 28, rue du Danemark 56400 AURAY France Bretagne Morbihan",02 97 24 22 64,auray@sammarla.fr,www.sammarla.fr
SAMTL,"9, quai Jaÿr 69009 LYON France Auvergne - Rhône-Alpes Rhône",04 78 28 54 41,contact@samtl.fr,www.samtl.fr
SANTÉ MUT ROANNE,"14, rue Roger Salengro 42300 ROANNE France Auvergne - Rhône-Alpes Loire",04 77 70 79 21,santemut-contact@mutuellederoanne.fr,www.mutuellederoanne.fr
